"SRR4785819"	"SRR4785820"	"SRR4785828"	"SRR4785831"	"SRR4785979"	"SRR4785980"	"SRR4785986"	"SRR4785988"
"LRIG3"	2000	308	130	88	226	2903	1463	3173
"LRIT1"	0	0	0	0	0	0	0	1
"LRIT2"	1	0	0	0	0	0	0	1
"LRIT3"	11	0	0	2	0	39	41	27
"LRMDA"	1244	151	210	92	188	1118	1151	1827
"LRP1"	289606	29256	18147	18237	23190	92198	35175	58914
"LRP10"	6707	2466	1604	1541	332	1335	443	3391
"LRP11"	2134	243	254	266	177	1228	489	1427
"LRP12"	1254	176	154	197	149	1305	893	727
"LRP1B"	15434	113	14	22	164	197	255	1386
"LRP2"	148	67	6	4	17	46	84	78
"LRP2BP"	569	88	20	69	71	550	645	498
"LRP3"	950	229	244	205	45	206	148	141
"LRP4"	2031	139	81	148	51	660	82	1375
"LRP5"	8035	683	280	344	183	661	381	1200
"LRP5L"	742	140	18	15	57	387	245	85
"LRP6"	3348	912	559	557	395	3167	1377	4915
"LRP8"	1273	391	264	182	831	873	1552	1069
"LRPAP1"	6571	1288	810	557	973	3061	2795	2503
"LRPPRC"	5448	723	892	834	961	7134	9297	9508
"LRR1"	18	1	22	14	67	20	49	165
"LRRC1"	688	198	161	150	81	847	517	1727
"LRRC10"	40	39	1	10	4	30	62	36
"LRRC10B"	10	0	1	7	0	1	8	4
"LRRC14"	758	192	126	157	0	453	311	340
"LRRC14B"	3	14	0	5	1	5	3	6
"LRRC15"	125	449	154	69	560	7222	1853	446
"LRRC17"	283	0	48	11	31	1066	394	684
"LRRC18"	333	0	2	0	80	114	590	129
"LRRC19"	91	26	22	14	22	261	220	138
"LRRC2"	1859	248	291	188	177	2207	710	862
"LRRC20"	207	51	15	14	35	101	1	92
"LRRC23"	165	18	88	43	29	31	39	83
"LRRC24"	2	0	0	0	0	0	1	1
"LRRC25"	567	135	127	89	180	839	760	284
"LRRC26"	0	0	0	0	0	0	0	0
"LRRC27"	1373	181	200	76	260	1022	699	1042
"LRRC28"	1348	267	171	200	230	1008	1301	958
"LRRC29"	208	6	13	10	13	106	4	9
"LRRC2P1"	0	0	1	0	0	0	0	0
"LRRC3"	160	113	44	38	6	45	60	52
"LRRC30"	0	0	0	0	0	0	0	0
"LRRC31"	3	0	0	0	3	6	1	0
"LRRC32"	1082	136	199	143	204	2404	890	1226
"LRRC34"	343	44	89	78	44	260	203	439
"LRRC34P1"	0	0	0	0	0	0	0	0
"LRRC34P2"	0	0	0	0	0	0	0	0
"LRRC36"	30	13	60	9	30	125	42	118
"LRRC37A"	608	11	104	24	255	126	701	279
"LRRC37A11P"	77	55	15	6	9	71	81	61
"LRRC37A12P"	88	0	0	0	0	12	6	10
"LRRC37A13P"	1	0	0	0	0	1	0	1
"LRRC37A14P"	0	0	0	0	0	0	0	0
"LRRC37A15P"	135	50	4	37	29	43	116	54
"LRRC37A16P"	1209	241	292	294	266	1962	1402	1038
"LRRC37A17P"	588	247	105	70	27	964	1090	456
"LRRC37A2"	3357	605	538	727	1029	5838	2945	2277
"LRRC37A3"	1558	119	228	493	633	2601	1262	1035
"LRRC37A4P"	2603	471	202	194	979	6573	6601	2737
"LRRC37A5P"	64	60	8	7	21	63	95	74
"LRRC37A6P"	256	59	36	30	28	155	133	47
"LRRC37A7P"	16	2	29	34	5	30	33	41
"LRRC37A9P"	40	27	32	12	11	56	48	74
"LRRC37B"	854	277	254	248	180	1150	870	777
"LRRC37BP1"	1494	533	424	271	348	1373	1724	1393
"LRRC38"	56	0	3	0	5	44	26	125
"LRRC39"	96	0	6	4	15	64	117	81
"LRRC3B"	0	0	0	5	2	3	1	79
"LRRC3C"	0	0	0	0	1	11	2	7
"LRRC4"	938	45	59	64	178	572	402	633
"LRRC40"	621	78	88	45	258	1250	1357	1180
"LRRC41"	2248	518	408	242	388	1096	1027	1496
"LRRC42"	132	101	88	46	32	253	147	126
"LRRC43"	3	1	38	8	0	15	22	13
"LRRC45"	81	500	224	158	36	21	10	59
"LRRC46"	57	0	6	6	6	1	4	49
"LRRC47"	1268	496	469	311	138	237	256	359
"LRRC49"	418	181	59	79	76	812	474	984
"LRRC4B"	2	95	65	11	0	21	4	11
"LRRC4C"	457	149	162	84	54	405	324	451
"LRRC51"	406	39	63	69	36	446	297	450
"LRRC52"	0	0	0	0	0	0	0	10
"LRRC53"	28	0	0	3	3	2	8	8
"LRRC55"	111	81	16	0	31	97	109	102
"LRRC56"	176	65	18	0	28	9	15	15
"LRRC57"	988	547	516	349	93	1259	1202	981
"LRRC57P1"	16	0	0	0	1	0	0	2
"LRRC58"	2184	513	778	487	422	3683	3160	2970
"LRRC59"	1389	546	494	396	275	2228	2294	1437
"LRRC61"	15	0	18	0	15	21	81	24
"LRRC63"	35	1	10	1	4	46	174	45
"LRRC66"	52	6	0	0	9	79	90	21
"LRRC69"	573	344	286	105	48	256	525	347
"LRRC7"	579	462	201	137	76	431	524	569
"LRRC70"	56	0	15	9	4	234	245	286
"LRRC71"	21	0	3	0	1	15	9	20
"LRRC72"	0	14	5	0	0	0	0	0
"LRRC73"	4	0	0	14	0	0	0	6
"LRRC74A"	20	0	0	0	14	5	0	16
"LRRC74B"	318	222	87	73	57	262	273	269
"LRRC75A"	1376	498	1332	803	392	2267	1756	2224
"LRRC75B"	122	16	29	29	7	72	41	148
"LRRC77P"	21	62	1	0	2	32	58	18
"LRRC8A"	2420	352	204	217	173	383	279	749
"LRRC8B"	658	81	73	51	296	2823	2845	1666
"LRRC8C"	1751	423	216	185	1328	4925	5301	2679
"LRRC8D"	790	76	67	49	442	2005	2359	1007
"LRRC8E"	198	64	45	13	38	70	102	75
"LRRC9"	26	4	0	0	3	35	41	52
"LRRCC1"	582	131	347	156	142	687	827	497
"LRRD1"	56	10	14	20	7	98	53	91
"LRRFIP1"	9428	1420	1527	1133	1819	9114	8867	8537
"LRRFIP1P1"	5	0	7	11	48	194	288	42
"LRRFIP2"	2927	625	406	382	537	4077	4240	3446
"LRRFIP2P1"	0	0	0	0	0	0	0	0
"LRRIQ1"	35	19	12	27	8	30	35	93
"LRRIQ3"	10	16	6	0	8	17	116	31
"LRRIQ4"	23	52	0	1	9	38	38	35
"LRRK1"	17548	7104	2258	993	2354	7601	5889	6274
"LRRK2"	5116	635	424	396	1338	5511	7959	15890
"LRRN1"	255	66	9	26	53	474	144	189
"LRRN2"	296	34	13	11	18	30	56	245
"LRRN3"	696	85	45	34	127	1631	969	1762
"LRRN4"	115	34	6	0	7	5	17	20
"LRRN4CL"	654	345	1204	629	20	67	201	593
"LRRTM1"	2	0	1	0	0	0	1	4
"LRRTM2"	898	27	1	3	49	853	943	997
"LRRTM3"	14	0	0	0	0	29	66	107
"LRRTM4"	984	116	38	33	111	460	465	496
"LRSAM1"	2449	354	209	221	111	238	304	630
"LRTM1"	84	62	28	11	4	9	13	35
"LRTM2"	2	0	0	0	5	4	0	0
"LRTOMT"	5	3	0	0	3	47	12	6
"LRWD1"	286	104	121	72	79	280	198	110
"LSAMP"	531	350	273	50	131	2042	981	1095
"LSG1"	1473	109	96	166	284	2473	2476	1857
"LSM1"	105	30	90	60	99	464	440	256
"LSM10"	426	97	115	75	16	292	157	263
"LSM11"	238	72	55	58	106	397	322	315
"LSM12"	563	80	208	159	220	773	622	538
"LSM12P1"	40	4	2	0	0	27	66	33
"LSM14A"	3436	919	758	522	621	3908	4450	3288
"LSM14B"	1540	155	234	198	218	655	458	721
"LSM1P1"	35	0	0	0	1	60	37	19
"LSM1P2"	0	0	0	0	0	0	0	0
"LSM2"	43	14	135	77	14	110	94	47
"LSM3"	547	290	337	193	125	894	1390	824
"LSM3P2"	0	0	0	0	0	14	16	3
"LSM3P3"	0	0	0	0	0	0	0	0
"LSM3P4"	2	0	0	0	0	6	8	20
"LSM3P5"	3	0	0	0	3	0	1	0
"LSM4"	631	202	207	149	45	291	378	48
"LSM5"	484	129	203	57	89	1547	1494	735
"LSM6"	380	72	84	93	122	1002	889	827
"LSM6P2"	0	0	0	0	0	0	0	0
"LSM7"	369	94	184	147	76	119	105	105
"LSM8"	2293	224	406	275	662	4477	4818	2314
"LSMEM1"	94	0	6	0	31	104	53	32
"LSMEM2"	0	0	12	0	0	0	2	43
"LSP1"	9172	4038	2293	1558	374	3263	1502	2770
"LSP1P1"	0	0	0	0	0	0	0	0
"LSP1P2"	0	0	0	0	0	2	0	0
"LSP1P3"	0	0	0	0	0	0	0	0
"LSP1P4"	1125	165	123	146	133	3023	888	1170
"LSR"	454	24	61	35	90	68	187	153
"LSS"	3256	658	267	296	64	771	786	2080
"LST1"	405	332	748	731	73	442	574	518
"LTA"	0	0	0	0	1	10	37	0
"LTA4H"	4143	351	485	459	1508	5232	6954	2476
"LTB"	36	24	16	1	35	92	450	22
"LTB4R"	55	8	45	11	72	96	176	37
"LTB4R2"	18	57	33	16	0	54	30	26
"LTBP1"	30199	867	616	921	1717	13717	10432	9787
"LTBP2"	30122	1881	1196	1462	1402	9928	5409	17635
"LTBP3"	34690	5438	2199	2451	875	2471	1560	1844
"LTBP4"	30800	9192	3204	5560	181	1679	345	8196
"LTBR"	1828	770	847	467	143	1984	307	1183
"LTC4S"	307	67	210	118	1	2	5	65
"LTF"	0	9	3	0	2	52	90	46
"LTK"	7	2	7	2	19	31	17	24
"LTN1"	2051	99	305	242	720	4438	4954	4101
"LTO1"	1652	336	132	77	294	937	586	990
"LTO1P1"	11	0	0	0	0	5	0	1
"LTV1"	321	133	138	113	114	362	824	535
"LTV1P1"	36	0	0	0	4	18	12	23
"LUC7L"	4197	897	507	411	178	1566	2481	1608
"LUC7L2"	3315	1150	469	489	212	3262	4057	4583
"LUC7L3"	7100	812	780	421	215	3892	5508	5240
"LUM"	26789	5445	3931	3330	6110	68659	71237	24670
"LURAP1"	1271	240	123	67	21	278	135	120
"LURAP1L"	408	54	52	57	42	460	178	619
"LUZP1"	2292	591	446	334	816	3367	2579	2044
"LUZP2"	84	95	10	26	6	18	40	152
"LUZP4"	0	0	0	0	0	0	0	0
"LUZP4P1"	1	0	0	0	0	1	0	0
"LVRN"	1821	46	45	47	230	486	1056	1342
"LXN"	489	23	139	61	303	1079	1435	439
"LY6D"	0	0	0	0	1	0	4	0
"LY6E"	1692	1200	489	726	567	1323	1910	1168
"LY6G5B"	248	68	93	57	74	107	81	76
"LY6G5C"	18	25	70	70	7	32	32	29
"LY6G6C"	1	0	0	0	0	1	1	2
"LY6G6D"	0	0	0	0	0	0	0	0
"LY6G6E"	19	13	0	0	6	17	13	15
"LY6G6F"	0	0	0	0	4	0	0	15
"LY6G6F-LY6G6D"	0	0	0	0	0	0	0	0
"LY6H"	0	0	0	0	1	8	1	0
"LY6K"	276	3	21	12	9	69	59	79
"LY6L"	0	0	0	12	0	0	0	0
"LY75"	1439	142	43	96	91	377	5111	906
"LY75-CD302"	849	0	0	0	358	855	1636	1157
"LY86"	386	25	26	31	149	489	558	137
"LY9"	299	40	47	33	66	327	706	286
"LY96"	288	99	127	69	258	733	849	532
"LYAR"	362	130	105	48	68	506	413	341
"LYARP1"	2	22	0	0	1	34	18	6
"LYG1"	151	22	33	52	0	70	68	25
"LYG2"	52	0	0	1	5	8	1	73
"LYL1"	100	43	135	210	50	48	190	220
"LYN"	1867	346	368	334	1079	4476	5530	5301
"LYNX1"	1764	413	297	344	154	602	157	1
"LYNX1-SLURP2"	0	10	6	0	2	3	2	0
"LYPD1"	171	1	16	4	13	70	74	51
"LYPD2"	0	0	4	0	0	0	0	0
"LYPD3"	9	6	4	19	6	10	26	3
"LYPD4"	30	1	9	0	3	20	22	17
"LYPD5"	179	103	81	52	31	138	282	128
"LYPD6"	16	0	2	6	3	11	27	26
"LYPD6B"	3	0	2	0	6	0	6	11
"LYPD8"	4	0	0	0	0	0	12	6
"LYPD9P"	96	48	2	3	34	107	125	151
"LYPLA1"	607	140	273	159	322	1784	2276	1020
"LYPLA1P1"	0	0	0	0	0	0	4	0
"LYPLA1P2"	0	0	0	0	0	0	0	0
"LYPLA1P3"	0	0	0	0	4	0	0	0
"LYPLA2"	220	138	201	150	145	90	181	100
"LYPLA2P1"	0	0	0	0	0	1	0	0
"LYPLA2P2"	0	0	0	0	1	0	0	0
"LYPLA2P3"	0	0	0	0	0	0	0	0
"LYPLAL1"	1243	66	171	121	129	1355	1777	1161
"LYRM1"	375	233	210	75	15	505	734	594
"LYRM2"	722	335	284	182	276	2024	2217	1155
"LYRM4"	480	301	315	133	161	1021	975	596
"LYRM7"	892	432	431	318	429	1012	1201	968
"LYRM9"	923	27	77	34	81	308	338	400
"LYSMD1"	146	11	27	47	16	169	227	96
"LYSMD2"	144	19	42	46	109	215	505	154
"LYSMD3"	964	314	311	197	359	2437	2020	1438
"LYSMD4"	2535	143	68	66	136	284	107	275
"LYST"	7780	428	482	395	1988	10210	9786	21064
"LYVE1"	5967	1644	2349	2694	273	9989	2495	8310
"LYZ"	12056	544	1020	1735	6071	19846	36236	6908
"LYZL1"	0	0	0	0	0	0	0	0
"LYZL2"	0	0	0	0	1	0	0	0
"LYZL4"	1	0	0	0	0	0	0	3
"LYZL6"	2	0	0	0	0	5	0	12
"LZIC"	1439	526	803	361	376	1547	1651	1258
"LZTFL1"	491	220	170	135	126	676	714	618
"LZTR1"	3446	571	357	306	222	667	849	839
"LZTS1"	1165	205	198	91	49	419	161	486
"LZTS2"	2855	1378	773	562	40	38	10	448
"LZTS3"	167	256	126	124	20	151	64	10
"M1AP"	72	51	15	7	18	27	60	83
"M6PR"	2702	282	305	324	495	4139	5684	2204
"M6PRP1"	0	0	0	0	0	0	0	0
"MAB21L1"	530	0	51	46	31	60	41	360
"MAB21L2"	278	1038	62	0	80	152	359	291
"MAB21L3"	23741	14937	11701	7370	4690	25559	26105	24974
"MAB21L4"	165	57	56	22	10	114	105	137
"MACC1"	957	358	89	109	196	622	1156	450
"MACF1"	48808	5569	4197	3708	7963	55587	61237	52891
"MACIR"	23	48	49	39	34	508	339	51
"MACO1"	1680	75	131	139	176	1814	1892	1664
"MACROD1"	402	109	123	39	1	4	21	32
"MACROD2"	388	149	65	29	63	234	356	420
"MACROH2A1"	8187	782	1111	912	1730	7323	7104	5744
"MACROH2A2"	1254	235	147	123	223	1008	955	1254
"MAD1L1"	2805	1397	557	307	211	1106	784	662
"MAD2L1"	144	23	51	30	51	169	396	153
"MAD2L1BP"	189	69	117	52	65	17	89	145
"MAD2L1P1"	36	31	8	0	4	45	79	53
"MAD2L2"	274	83	89	53	73	122	32	225
"MADCAM1"	64	0	11	3	1	0	7	5
"MADD"	4211	604	314	386	541	2394	2453	2178
"MAEA"	3474	444	347	243	219	1092	698	1223
"MAEL"	24	22	20	13	3	32	32	30
"MAF"	7861	1452	2156	1535	1386	8066	5381	3596
"MAF1"	1065	393	394	438	112	786	650	697
"MAFA"	7	0	0	0	1	0	0	0
"MAFB"	5766	2232	2304	1043	1686	8627	4327	2497
"MAFF"	502	607	882	571	64	658	355	432
"MAFG"	1089	208	311	188	82	583	349	180
"MAFIP"	129	0	0	6	58	185	151	67
"MAFK"	2999	1998	1004	717	193	926	449	518
"MAG"	0	0	0	8	0	2	1	0
"MAGEA1"	0	0	0	0	0	0	0	0
"MAGEA10"	37	20	37	15	19	95	68	78
"MAGEA11"	1	0	0	0	8	0	0	0
"MAGEA12"	0	0	0	1	0	0	0	0
"MAGEA13P"	0	0	0	0	1	0	0	0
"MAGEA2"	0	0	0	0	0	0	0	0
"MAGEA2B"	0	0	0	0	0	0	0	0
"MAGEA3"	0	0	0	0	0	0	0	0
"MAGEA4"	0	0	0	0	0	4	0	0
"MAGEA5P"	0	0	0	0	0	0	0	5
"MAGEA6"	0	0	0	0	0	2	0	0
"MAGEA7P"	1	0	0	0	0	0	0	0
"MAGEA8"	45	0	0	0	3	4	11	2
"MAGEA9"	0	0	0	0	0	0	0	0
"MAGEA9B"	3	0	0	0	0	0	0	0
"MAGEB1"	0	0	0	0	2	0	0	0
"MAGEB10"	35	27	5	11	5	45	86	39
"MAGEB16"	0	0	0	0	0	0	0	0
"MAGEB17"	14	0	0	0	0	3	2	0
"MAGEB18"	0	17	0	0	2	0	0	0
"MAGEB2"	0	0	0	0	0	0	0	0
"MAGEB3"	1	0	0	2	0	1	0	2
"MAGEB4"	0	0	0	0	0	0	0	0
"MAGEB5"	0	0	0	0	0	0	0	0
"MAGEB6"	0	0	0	0	0	0	0	0
"MAGEB6B"	0	0	0	0	4	0	0	0
"MAGEC1"	0	5	0	0	0	0	0	0
"MAGEC2"	0	0	0	4	0	0	0	0
"MAGEC3"	0	25	0	0	1	0	0	0
"MAGED1"	4750	619	796	412	980	3265	2447	1754
"MAGED2"	3564	791	555	486	226	2618	2577	3451
"MAGED4"	71	20	24	1	21	3	71	0
"MAGED4B"	217	50	25	22	19	39	179	18
"MAGEE1"	279	34	19	20	23	21	57	66
"MAGEE2"	10	0	0	0	2	14	11	0
"MAGEF1"	918	187	134	156	61	366	387	552
"MAGEH1"	297	147	87	87	94	800	785	402
"MAGEL2"	22	0	8	4	2	12	2	2
"MAGI1"	1496	394	568	381	241	2410	1463	2447
"MAGI2"	4801	3439	1572	737	439	2719	2794	3745
"MAGI3"	1427	486	312	146	418	1437	920	2077
"MAGIX"	91	53	21	60	33	70	34	73
"MAGOH"	213	40	131	78	132	451	437	98
"MAGOH2P"	76	19	4	0	8	49	1	140
"MAGOH3P"	0	0	0	0	0	1	0	0
"MAGOHB"	291	67	47	63	116	482	492	248
"MAGT1"	2568	619	1794	1009	753	4542	4647	2592
"MAIP1"	233	40	48	35	40	292	222	331
"MAJIN"	0	0	0	0	0	0	2	0
"MAK"	538	1	15	7	83	420	431	631
"MAK16"	667	349	279	191	322	1431	1567	798
"MAL"	196	0	14	27	21	24	114	136
"MAL2"	26	51	5	10	0	11	6	11
"MALL"	688	187	272	254	1108	1387	992	926
"MALLP1"	0	0	0	0	0	0	0	54
"MALLP2"	0	0	1	0	18	0	2	6
"MALRD1"	143	6	3	0	14	47	60	2
"MALSU1"	264	70	43	58	26	87	149	353
"MALT1"	1370	440	283	218	650	3743	6617	2844
"MAMDC2"	8346	1945	673	1188	1137	19344	5911	9907
"MAMDC4"	801	77	179	120	51	174	77	23
"MAML1"	2725	187	274	192	165	1620	620	1919
"MAML2"	5379	572	384	507	974	5550	5081	3708
"MAML3"	1757	136	131	125	177	940	562	1202
"MAMLD1"	283	0	19	30	67	329	88	342
"MAMSTR"	69	68	42	5	1	1	0	42
"MAN1A1"	10866	2171	2560	1969	2498	13358	10338	9566
"MAN1A2"	4218	583	866	797	1960	7066	8864	6645
"MAN1A2P1"	1	0	0	0	0	0	3	0
"MAN1B1"	3356	380	246	214	191	1046	886	1171
"MAN1C1"	3256	578	817	322	181	1079	665	1214
"MAN2A1"	4164	386	423	302	2091	9925	11919	7181
"MAN2A2"	2319	345	183	196	529	566	492	1335
"MAN2B1"	4751	979	1219	493	546	1619	2052	1510
"MAN2B2"	4320	676	585	429	544	1860	1429	1614
"MAN2C1"	7124	686	652	480	349	1340	1420	1349
"MANBA"	2760	177	214	181	638	4396	4868	2875
"MANBAL"	1036	96	95	114	81	249	316	493
"MANEA"	1374	33	95	130	586	1581	2464	1508
"MANEAL"	13	20	30	12	21	19	74	6
"MANEALP1"	5	0	0	0	0	10	9	0
"MANF"	201	208	85	73	150	499	1066	435
"MANSC1"	542	373	102	72	37	594	469	931
"MANSC4"	83	18	22	0	14	36	35	26
"MAOA"	1717	311	287	658	97	854	586	6452
"MAOB"	810	171	240	195	261	651	2064	915
"MAP10"	152	25	33	3	69	361	314	223
"MAP1A"	19212	7671	5589	5218	666	5294	2265	5315
"MAP1B"	3111	3476	3567	2428	967	4494	2214	7848
"MAP1LC3A"	313	29	90	62	4	109	66	64
"MAP1LC3B"	1416	357	544	438	706	2197	1903	1568
"MAP1LC3B2"	66	1	7	0	25	139	83	140
"MAP1LC3BP1"	69	0	0	0	16	127	37	61
"MAP1LC3C"	61	104	17	43	13	158	81	49
"MAP1LC3P"	2	0	0	0	0	1	0	0
"MAP1S"	1038	272	424	261	53	37	33	22
"MAP2"	553	130	35	90	48	245	427	941
"MAP2K1"	1775	486	325	225	308	1408	1400	1215
"MAP2K1P1"	1	0	0	0	0	1	0	0
"MAP2K2"	2196	617	582	397	190	773	626	998
"MAP2K3"	2428	407	319	219	330	1050	505	1626
"MAP2K4"	1222	184	264	122	492	2702	2546	2388
"MAP2K4P1"	62	0	4	25	19	76	48	45
"MAP2K5"	1120	37	105	65	169	1064	813	834
"MAP2K6"	1326	307	209	226	467	1768	1738	2718
"MAP2K7"	1030	702	334	306	85	331	227	317
"MAP3K1"	2566	358	572	488	1643	6899	10252	6454
"MAP3K10"	645	368	240	133	75	198	174	223
"MAP3K11"	2486	710	683	424	70	626	328	729
"MAP3K12"	2370	400	381	152	85	452	768	1023
"MAP3K13"	984	367	285	154	306	1565	1731	1129
"MAP3K14"	3153	403	247	115	225	1096	808	631
"MAP3K15"	37	66	6	13	8	69	39	40
"MAP3K19"	27	12	2	2	12	46	64	0
"MAP3K2"	4761	776	864	633	1918	9188	9622	7151
"MAP3K20"	4434	1109	1700	1203	760	6829	4360	4865
"MAP3K21"	159	24	6	22	41	74	180	73
"MAP3K3"	2627	476	472	355	335	2940	1823	2445
"MAP3K4"	5912	348	291	252	541	2523	3793	3263
"MAP3K5"	2093	365	392	331	599	2733	4365	4426
"MAP3K6"	3084	496	538	334	72	513	339	1224
"MAP3K7"	2677	368	291	200	700	4487	4861	2843
"MAP3K7CL"	696	61	61	23	47	314	511	2396
"MAP3K8"	1669	215	358	182	596	2347	2644	2098
"MAP3K9"	140	76	46	10	94	118	626	204
"MAP4"	15817	14009	8279	8054	2248	12011	7925	9427
"MAP4K1"	203	263	203	85	263	116	141	158
"MAP4K2"	462	264	129	84	78	429	1162	277
"MAP4K3"	1247	195	182	125	338	2674	2009	1953
"MAP4K4"	5466	5595	2659	1680	1483	11376	9826	7779
"MAP4K5"	3143	415	252	211	454	4496	3684	3955
"MAP6"	77	59	56	26	18	43	34	49
"MAP6D1"	31	0	3	3	28	55	13	0
"MAP7"	791	366	196	66	68	265	181	461
"MAP7D1"	3560	1122	2848	1758	273	1218	801	1448
"MAP7D2"	0	98	21	7	8	18	14	4
"MAP7D3"	2643	651	499	375	290	1205	948	1545
"MAP9"	516	46	97	113	47	683	542	675
"MAPK1"	4950	580	775	893	1139	8369	7568	7529
"MAPK10"	9574	1034	639	792	1456	6867	7726	7396
"MAPK11"	5	29	77	27	14	9	21	57
"MAPK12"	249	149	53	40	12	45	112	90
"MAPK13"	778	156	123	66	190	443	598	935
"MAPK14"	3375	348	255	316	781	3374	3434	6018
"MAPK15"	99	130	38	0	0	19	12	1
"MAPK1IP1L"	2185	797	942	538	397	3858	3841	2762
"MAPK3"	1658	277	437	514	8	174	334	562
"MAPK4"	5	11	0	4	1	0	0	12
"MAPK6"	1052	361	361	197	167	2938	1920	1953
"MAPK6P1"	0	0	0	0	3	1	2	1
"MAPK6P2"	0	0	0	0	0	0	0	0
"MAPK6P3"	79	59	0	0	28	224	183	180
"MAPK6P4"	1	0	0	0	0	0	1	0
"MAPK6P5"	1	0	0	0	0	2	0	32
"MAPK6P6"	0	0	0	0	0	0	0	0
"MAPK7"	1146	353	678	436	132	526	426	298
"MAPK8"	1182	175	245	184	432	2991	2547	2017
"MAPK8IP1"	76	174	104	122	64	326	80	11
"MAPK8IP1P1"	0	0	54	46	33	0	0	0
"MAPK8IP1P2"	0	0	0	4	0	0	0	8
"MAPK8IP2"	67	60	113	124	7	71	82	92
"MAPK8IP3"	6477	1558	644	261	385	1521	1134	1468
"MAPK9"	1416	776	443	387	4111	2334	2818	2502
"MAPKAP1"	3160	565	534	424	629	3253	3979	2586
"MAPKAPK2"	1502	382	539	385	1509	3686	3045	2805
"MAPKAPK3"	2113	177	296	196	272	1966	1468	1406
"MAPKAPK5"	2490	458	349	284	231	2735	2821	2700
"MAPKAPK5P1"	0	0	0	0	0	0	0	0
"MAPKBP1"	2784	842	473	399	136	1230	687	1306
"MAPRE1"	2326	539	642	461	824	3141	3284	2544
"MAPRE1P1"	190	0	0	0	4	21	27	25
"MAPRE1P2"	0	0	0	0	0	0	0	0
"MAPRE1P3"	0	0	0	0	2	0	0	6
"MAPRE2"	3730	567	763	431	537	3380	2728	2716
"MAPRE3"	778	71	33	64	39	66	108	139
"MAPT"	326	78	41	68	62	375	257	256
"MARCHF1"	2528	216	176	140	1447	7857	9625	3282
"MARCHF10"	10	3	0	0	0	2	1	0
"MARCHF11"	0	0	0	0	0	0	0	0
"MARCHF2"	830	441	377	223	227	1871	935	1298
"MARCHF3"	194	13	77	69	102	566	863	324
"MARCHF4"	20	11	0	2	2	19	11	11
"MARCHF5"	676	76	157	86	195	944	998	636
"MARCHF6"	7800	736	742	1074	1223	7076	7902	8593
"MARCHF7"	3864	265	532	461	1398	8029	9177	6725
"MARCHF8"	2054	666	402	277	729	2622	2209	4740
"MARCHF9"	137	100	182	92	7	180	241	133
"MARCKS"	2955	941	1727	764	1489	7235	6238	2902
"MARCKSL1"	79	53	46	18	59	343	433	159
"MARCKSL1P1"	167	0	0	0	16	97	55	126
"MARCKSL1P2"	45	7	7	13	84	47	41	72
"MARCO"	23421	2132	1556	1436	1924	18248	9520	1396
"MARCOL"	4	0	0	1	0	1	0	0
"MARF1"	5449	1129	1245	1202	1354	5830	6184	5921
"MARK1"	1116	376	204	169	170	1228	1388	1371
"MARK2"	2403	420	342	184	595	1033	904	1092
"MARK2P10"	0	0	0	0	0	0	0	0
"MARK2P11"	6	0	0	0	0	0	0	0
"MARK2P12"	0	0	0	0	0	0	0	0
"MARK2P13"	0	0	0	0	0	0	0	0
"MARK2P14"	0	0	0	0	0	0	0	0
"MARK2P15"	0	0	0	0	0	0	2	0
"MARK2P16"	115	0	0	5	36	36	17	0
"MARK2P17"	2	0	0	0	2	13	1	0
"MARK2P4"	17	0	0	3	0	20	22	13
"MARK2P5"	0	0	0	0	0	0	0	0
"MARK2P6"	7	0	0	0	0	5	1	0
"MARK2P8"	140	0	0	0	38	358	345	217
"MARK2P9"	21	0	10	0	0	8	0	21
"MARK3"	6068	1205	982	653	1269	6177	6473	6013
"MARK3P1"	2	0	0	0	11	15	13	39
"MARK3P3"	7	0	0	0	0	10	1	0
"MARK4"	880	400	253	151	184	428	345	432
"MARS1"	1599	76	223	139	484	1902	1800	1611
"MARS2"	215	25	8	8	42	136	279	213
"MARVELD1"	2385	773	664	463	258	1451	878	1160
"MARVELD2"	252	242	142	95	36	130	225	117
"MARVELD3"	227	122	118	67	35	155	178	199
"MAS1"	164	49	51	29	54	170	220	165
"MAS1L"	73	0	6	2	6	0	2	91
"MAS1LP1"	8	0	0	0	0	0	0	0
"MASP1"	100	128	70	192	69	93	102	1141
"MASP2"	56	4	7	10	64	109	147	94
"MAST1"	64	109	22	36	18	81	85	66
"MAST2"	3002	543	294	265	425	3404	1461	2116
"MAST3"	2907	211	226	270	117	307	189	776
"MAST4"	2041	124	303	301	420	2040	1226	1941
"MASTL"	236	84	116	59	51	633	523	504
"MAT1A"	0	9	0	0	8	26	37	15
"MAT2A"	4981	525	669	549	435	3294	2361	3147
"MAT2B"	1580	275	349	305	494	1879	3359	1693
"MATK"	79	25	10	13	14	119	62	134
"MATN1"	57	24	30	43	3	32	32	67
"MATN2"	4379	2265	1438	1043	80	2358	433	5894
"MATN3"	9	0	0	8	8	1	2	9
"MATN4"	0	7	0	3	0	2	0	22
"MATR3"	10755	2107	2251	1590	1997	11651	14838	10022
"MATR3P1"	0	0	0	0	0	0	0	0
"MAU2"	3409	364	274	292	493	2533	1926	2162
"MAVS"	7462	1654	1589	1124	1119	4793	3203	4315
"MAX"	2306	269	559	451	572	2597	2811	2727
